cattle_id,image_name,num_blobs,mean_intensity,std_intensity
cattle-001,IMG20230723072804.jpg,32,80.3153076171875,117.4282527274679
cattle-001,IMG20230723072807.jpg,31,93.84371948242188,121.20377960952456
cattle-001,IMG20230723072809.jpg,28,89.7706298828125,119.95747894393128
cattle-001,IMG20230723072810.jpg,39,90.93710327148438,120.48140606269226
cattle-001,IMG20230723072813.jpg,27,87.37673950195312,119.23827327124876
cattle-001,IMG20230723072813_01.jpg,33,93.6375732421875,121.18255423451141
cattle-001,IMG20230723072815.jpg,35,91.43867492675781,120.66743325547249
cattle-001,IMG20230723072817.jpg,26,93.1514892578125,121.08024206506222
cattle-001,IMG20230723072819.jpg,36,92.15519714355469,120.61675032571023
cattle-002,IMG20230723072834.jpg,32,110.77323913574219,122.56098056109602
cattle-002,IMG20230723072836.jpg,27,110.62776184082031,122.60787873895036
cattle-002,IMG20230723072836_01.jpg,33,112.03932189941406,122.71593129463633
cattle-002,IMG20230723072839.jpg,28,112.62289428710938,122.32160186565791
cattle-002,IMG20230723072840.jpg,30,108.37734985351562,122.72493549457113
cattle-003,IMG20230723072852.jpg,30,106.12893676757812,121.8434179134653
cattle-003,IMG20230723072855.jpg,37,103.17945861816406,121.64579950378038
cattle-003,IMG20230723072856.jpg,33,95.74687194824219,121.07073684164101
cattle-004,IMG20230723072920.jpg,26,96.43345642089844,121.41456104185872
cattle-004,IMG20230723072922.jpg,30,89.13693237304688,120.03672350476577
cattle-004,IMG20230723072922_01.jpg,32,91.72465515136719,120.38731366627347
cattle-004,IMG20230723072924.jpg,35,99.46551513671875,121.77225449621551
cattle-004,IMG20230723072925.jpg,30,95.82371520996094,121.33967306486461
cattle-005,IMG20230723073949.jpg,34,87.23309326171875,119.62891672623257
cattle-005,IMG20230723073953.jpg,27,85.20210266113281,118.98018437341959
cattle-005,IMG20230723073953_01.jpg,25,87.73088073730469,119.69201317267301
cattle-006,IMG20230723074010.jpg,22,92.5284423828125,120.56189318963251
cattle-006,IMG20230723074013.jpg,29,94.05401611328125,120.95405795880875
cattle-006,IMG20230723074013_01.jpg,32,92.73605346679688,120.71108832024537
cattle-006,IMG20230723074014.jpg,38,95.6636962890625,121.22267644436619
cattle-007,IMG20230723074019.jpg,28,79.39427185058594,116.94248418642061
cattle-007,IMG20230723074020.jpg,27,79.26132202148438,116.97549055250978
cattle-007,IMG20230723074021.jpg,30,78.75717163085938,116.82066788574619
cattle-008,IMG20230723074032.jpg,37,91.88327026367188,120.51494743221099
cattle-008,IMG20230723074034.jpg,36,90.73429870605469,120.44669643657929
cattle-008,IMG20230723074035.jpg,31,94.72462463378906,121.31329891333755
cattle-009,IMG20230723074601.jpg,22,95.24546813964844,121.062575255917
cattle-009,IMG20230723074613.jpg,33,85.96260070800781,119.48739080801953
cattle-009,IMG20230723074615.jpg,30,85.14311218261719,119.1652889910652
cattle-009,IMG20230723074616.jpg,34,90.33294677734375,120.7335285523749
cattle-009,IMG20230723074617.jpg,24,85.28715515136719,119.26047014234983
cattle-009,IMG20230723074625.jpg,28,97.53366088867188,121.65250271570002
cattle-010,IMG20230723074746.jpg,35,99.96109008789062,121.80734279778144
cattle-010,IMG20230723074746_01.jpg,28,98.66140747070312,121.70298913071551
cattle-010,IMG20230723074751.jpg,33,98.77487182617188,121.56596815694847
cattle-010,IMG20230723074754.jpg,18,95.98832702636719,121.11855756919769
cattle-010,IMG20230723074755.jpg,26,93.50236511230469,120.75442766137466
cattle-010,IMG20230723074759.jpg,25,95.8431396484375,121.09789631734466
cattle-010,IMG20230723074801.jpg,35,95.75514221191406,121.25941124119429
cattle-011,IMG20230723074810.jpg,27,93.76235961914062,120.95426587273019
cattle-011,IMG20230723074811.jpg,21,96.85836791992188,121.54401453650759
cattle-011,IMG20230723074812.jpg,28,92.43739318847656,120.761200955915
cattle-012,IMG20230723075023_01.jpg,27,90.8966064453125,120.21746318767778
cattle-012,IMG20230723075024.jpg,34,86.71095275878906,119.07399773637333
cattle-012,IMG20230723075025.jpg,25,83.01263427734375,117.88824689675668
cattle-013,IMG20230723075031_01.jpg,26,94.494873046875,120.90768065164453
cattle-013,IMG20230723075032.jpg,31,86.89112854003906,119.10733642288467
cattle-013,IMG20230723075033.jpg,31,91.7232666015625,120.61896661329267
cattle-013,IMG20230723075033_01.jpg,22,93.13284301757812,120.87145596212761
cattle-014,IMG20230723075038_01.jpg,25,75.26905822753906,115.37034554207308
cattle-015,IMG20230723075055.jpg,36,98.83872985839844,121.7378926634181
cattle-015,IMG20230723075056.jpg,25,93.74072265625,120.75904703999227
cattle-015,IMG20230723075056_01.jpg,30,97.50360107421875,121.64494081225021
cattle-016,IMG20230723080305.jpg,36,89.35894775390625,119.77902475906465
cattle-016,IMG20230723080305_01.jpg,34,92.67903137207031,120.56038848941631
cattle-016,IMG20230723080309_01.jpg,29,92.47117614746094,120.66750761104862
cattle-016,IMG20230723080310.jpg,29,101.93208312988281,122.00922063171744
cattle-017,IMG20230723080315.jpg,31,92.82919311523438,120.62044460333806
cattle-017,IMG20230723080317.jpg,27,97.97201538085938,121.54583181462674
cattle-017,IMG20230723080318.jpg,26,98.1083984375,121.6726278259964
cattle-018,IMG20230723080354.jpg,33,95.25534057617188,121.14799384438145
cattle-018,IMG20230723080357.jpg,28,105.39913940429688,122.70215560346888
cattle-018,IMG20230723080357_01.jpg,22,102.76199340820312,122.37773486646113
cattle-018,IMG20230723080358.jpg,39,101.77812194824219,122.17972013770535
cattle-018,IMG20230723080358_01.jpg,24,97.19172668457031,121.39054379496136
cattle-018,IMG20230723080414_01.jpg,32,98.17385864257812,121.5675996740348
cattle-019,IMG20230723080441.jpg,36,93.858154296875,121.52831860741966
cattle-019,IMG20230723080443.jpg,23,83.07516479492188,118.4861483136192
cattle-019,IMG20230723080448.jpg,27,91.58280944824219,120.9301315605645
cattle-019,IMG20230723080450.jpg,26,80.24208068847656,117.40666110622159
cattle-020,IMG20230723080458.jpg,24,69.93055725097656,112.90267121648147
cattle-020,IMG20230723080459.jpg,25,77.35992431640625,116.23937113453464
cattle-020,IMG20230723080500.jpg,23,75.89256286621094,115.6875258870243
cattle-020,IMG20230723080501.jpg,22,75.49951171875,115.43427179879731
cattle-021,IMG20230723080504.jpg,33,87.01860046386719,119.88834249258525
cattle-021,IMG20230723080505.jpg,35,92.34732055664062,121.16444674512417
cattle-022,IMG20230723080509.jpg,25,86.14520263671875,119.42986025259368
cattle-022,IMG20230723080510.jpg,20,85.08502197265625,119.05250456946386
cattle-022,IMG20230723080518.jpg,15,67.16703796386719,111.59808882546056
cattle-022,IMG20230723080519.jpg,31,87.49916076660156,119.73434339226543
cattle-022,IMG20230723080521.jpg,29,79.96041870117188,117.34800384254753
cattle-022,IMG20230723080521_01.jpg,32,82.46653747558594,118.27498129704396
cattle-022,IMG20230723080522.jpg,28,84.38887023925781,118.71584730933584
cattle-023,IMG20230723080535.jpg,30,97.67672729492188,121.43799576557139
cattle-023,IMG20230723080538.jpg,37,95.98286437988281,121.15446699563537
cattle-023,IMG20230723080538_01.jpg,20,80.17829895019531,117.33562601761783
cattle-023,IMG20230723080539_01.jpg,30,94.84767150878906,120.88304919639506
cattle-023,IMG20230723080540.jpg,28,96.63922119140625,120.93840992482666
cattle-023,IMG20230723080541.jpg,26,99.24893188476562,121.55698097391577
cattle-023,IMG20230723080541_01.jpg,32,96.9610595703125,121.3232362173075
cattle-024,IMG20230723080546.jpg,25,77.1673583984375,115.33099474377366
cattle-024,IMG20230723080547.jpg,26,70.89826965332031,112.75786559850323
